Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2014_1B_01,2014,1B,1,0,0,0,,2014.JPG,Paper 1B,0 | 0,HIGH,VERIFIED,
2014_1B_02,2014,1B,2,1,1,0,,2014.JPG,Paper 1B,1 | 0,HIGH,VERIFIED,
2014_1B_03,2014,1B,3,2,2,0,,2014.JPG,Paper 1B,2 | 0,HIGH,VERIFIED,
2014_1B_04,2014,1B,4,3,3,1,,2014.JPG,Paper 1B,3 | 1,HIGH,VERIFIED,
2014_1B_05,2014,1B,5,4,4,1,,2014.JPG,Paper 1B,4 | 1,HIGH,VERIFIED,
2014_1B_06,2014,1B,6,5,5,1,,2014.JPG,Paper 1B,5 | 1,HIGH,VERIFIED,
2014_1B_07,2014,1B,7,6,6,1,,2014.JPG,Paper 1B,6 | 1,HIGH,VERIFIED,
2014_1B_08,2014,1B,8,7,7,2,,2014.JPG,Paper 1B,7 | 2,HIGH,VERIFIED,
2014_1B_09,2014,1B,9,8,8,2,,2014.JPG,Paper 1B,8 | 2,HIGH,VERIFIED,
2014_1B_10,2014,1B,10,9,9,2,,2014.JPG,Paper 1B,9 | 2,HIGH,VERIFIED,
2014_1B_11,2014,1B,11,10,10,2,,2014.JPG,Paper 1B,10 | 2,HIGH,VERIFIED,
2014_1B_12,2014,1B,12,11,11,3,,2014.JPG,Paper 1B,11 | 3,HIGH,VERIFIED,
2014_1B_13,2014,1B,13,12,12,3,,2014.JPG,Paper 1B,12 | 3,HIGH,VERIFIED,
2014_1B_14,2014,1B,14,13,13,3,,2014.JPG,Paper 1B,13 | 3,HIGH,VERIFIED,
2014_1B_15,2014,1B,15,14,14,3,,2014.JPG,Paper 1B,14 | 3,HIGH,VERIFIED,
2014_1B_16,2014,1B,16,15,15,4,,2014.JPG,Paper 1B,15 | 4,HIGH,VERIFIED,
2014_1B_17,2014,1B,17,16,16,4,,2014.JPG,Paper 1B,16 | 4,HIGH,VERIFIED,
2014_1B_18,2014,1B,18,17,17,4,,2014.JPG,Paper 1B,17 | 4,HIGH,VERIFIED,
2014_1B_19,2014,1B,19,18,18,4,,2014.JPG,Paper 1B,18 | 4,HIGH,VERIFIED,
2014_1B_20,2014,1B,20,19,19,5,,2014.JPG,Paper 1B,19 | 5,HIGH,VERIFIED,
2014_1B_21,2014,1B,21,20,20,5,,2014.JPG,Paper 1B,20 | 5,HIGH,VERIFIED,
2014_1B_22,2014,1B,22,21,21,5,,2014.JPG,Paper 1B,21 | 5,HIGH,VERIFIED,
2014_1B_23,2014,1B,23,22,22,6,,2014.JPG,Paper 1B,22 | 6,HIGH,VERIFIED,
2014_1B_24,2014,1B,24,23,23,6,,2014.JPG,Paper 1B,23 | 6,HIGH,VERIFIED,
2014_1B_25,2014,1B,25,24,24,7,,2014.JPG,Paper 1B,24 | 7,HIGH,VERIFIED,
2014_1B_26,2014,1B,26,25,25,8,,2014.JPG,Paper 1B,25 | 8,HIGH,VERIFIED,
2014_1B_27,2014,1B,27,26,26,9,,2014.JPG,Paper 1B,26 | 9,HIGH,VERIFIED,
2014_1B_28,2014,1B,28,27,27,10,,2014.JPG,Paper 1B,27 | 10,HIGH,VERIFIED,
2014_1B_29,2014,1B,29,28,28,11,,2014.JPG,Paper 1B,28 | 11,HIGH,VERIFIED,
2014_1B_30,2014,1B,30,29,29,12,,2014.JPG,Paper 1B,29 | 12,HIGH,VERIFIED,
2014_1B_31,2014,1B,31,30,30,13,,2014.JPG,Paper 1B,30 | 13,HIGH,VERIFIED,
2014_1B_32,2014,1B,32,31,31,14,,2014.JPG,Paper 1B,31 | 14,HIGH,VERIFIED,
2014_1B_33,2014,1B,33,32,32,16,,2014.JPG,Paper 1B,32 | 16,HIGH,VERIFIED,
2014_1B_34,2014,1B,34,33,33,17,,2014.JPG,Paper 1B,33 | 17,HIGH,VERIFIED,
2014_1B_35,2014,1B,35,34,34,19,,2014.JPG,Paper 1B,34 | 19,HIGH,VERIFIED,
2014_1B_36,2014,1B,36,35,35,22,,2014.JPG,Paper 1B,35 | 22,HIGH,VERIFIED,
2014_1B_37,2014,1B,37,36,36,24,,2014.JPG,Paper 1B,36 | 24,HIGH,VERIFIED,
2014_1B_38,2014,1B,38,37,37,26,,2014.JPG,Paper 1B,37 | 26,HIGH,VERIFIED,
2014_1B_39,2014,1B,39,38,38,29,,2014.JPG,Paper 1B,38 | 29,HIGH,VERIFIED,
2014_1B_40,2014,1B,40,39,39,32,,2014.JPG,Paper 1B,39 | 32,HIGH,VERIFIED,
2014_1B_41,2014,1B,41,40,40,35,,2014.JPG,Paper 1B,40 | 35,HIGH,VERIFIED,
2014_1B_42,2014,1B,42,41,41,38,,2014.JPG,Paper 1B,41 | 38,HIGH,VERIFIED,
2014_3B_P1_01,2014,3B,1,0,0,0,,2014.JPG,Paper 3B - Part 1,0 | 0,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_02,2014,3B,2,1,1,1,,2014.JPG,Paper 3B - Part 1,1 | 1,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_03,2014,3B,3,2,2,2,,2014.JPG,Paper 3B - Part 1,2 | 2,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_04,2014,3B,4,3,3,3,,2014.JPG,Paper 3B - Part 1,3 | 3,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_05,2014,3B,5,4,4,4,,2014.JPG,Paper 3B - Part 1,4 | 4,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_06,2014,3B,6,5,5,5,,2014.JPG,Paper 3B - Part 1,5 | 5,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_07,2014,3B,7,6,6,6,,2014.JPG,Paper 3B - Part 1,6 | 6,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_08,2014,3B,8,7,7,6,,2014.JPG,Paper 3B - Part 1,7 | 6,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_09,2014,3B,9,8,8,7,,2014.JPG,Paper 3B - Part 1,8 | 7,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_10,2014,3B,10,9,9,7,,2014.JPG,Paper 3B - Part 1,9 | 7,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_11,2014,3B,11,10,10,8,,2014.JPG,Paper 3B - Part 1,10 | 8,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_12,2014,3B,12,11,11,8,,2014.JPG,Paper 3B - Part 1,11 | 8,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_13,2014,3B,13,12,12,8,,2014.JPG,Paper 3B - Part 1,12 | 8,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_14,2014,3B,14,13,13,9,,2014.JPG,Paper 3B - Part 1,13 | 9,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_15,2014,3B,15,14,14,9,,2014.JPG,Paper 3B - Part 1,14 | 9,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_16,2014,3B,16,15,15,10,,2014.JPG,Paper 3B - Part 1,15 | 10,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_17,2014,3B,17,16,16,10,,2014.JPG,Paper 3B - Part 1,16 | 10,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_18,2014,3B,18,17,17,11,,2014.JPG,Paper 3B - Part 1,17 | 11,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_19,2014,3B,19,18,18,11,,2014.JPG,Paper 3B - Part 1,18 | 11,HIGH,VERIFIED,Paper 3B main table
2014_3B_P1_20,2014,3B,20,19,19,11,,2014.JPG,Paper 3B - Part 1,19 | 11,HIGH,VERIFIED,Paper 3B main table
