Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
1,2019,Paper 1B,1,0,0,0,,2019.JPG,Left Table,0 | 0,High,Verified,Paper 1B Conversion
2,2019,Paper 1B,2,1,1,1,,2019.JPG,Left Table,1 | 1,High,Verified,Paper 1B Conversion
3,2019,Paper 1B,3,2,2,1,,2019.JPG,Left Table,2 | 1,High,Verified,Paper 1B Conversion
4,2019,Paper 1B,4,3,3,2,,2019.JPG,Left Table,3 | 2,High,Verified,Paper 1B Conversion
5,2019,Paper 1B,5,4,4,2,,2019.JPG,Left Table,4 | 2,High,Verified,Paper 1B Conversion
6,2019,Paper 1B,6,5,5,3,,2019.JPG,Left Table,5 | 3,High,Verified,Paper 1B Conversion
7,2019,Paper 1B,7,6,6,3,,2019.JPG,Left Table,6 | 3,High,Verified,Paper 1B Conversion
8,2019,Paper 1B,8,7,7,4,,2019.JPG,Left Table,7 | 4,High,Verified,Paper 1B Conversion
9,2019,Paper 1B,9,8,8,4,,2019.JPG,Left Table,8 | 4,High,Verified,Paper 1B Conversion
10,2019,Paper 1B,10,9,9,4,,2019.JPG,Left Table,9 | 4,High,Verified,Paper 1B Conversion
11,2019,Paper 1B,11,10,10,5,,2019.JPG,Left Table,10 | 5,High,Verified,Paper 1B Conversion
12,2019,Paper 1B,12,11,11,5,,2019.JPG,Left Table,11 | 5,High,Verified,Paper 1B Conversion
13,2019,Paper 1B,13,12,12,5,,2019.JPG,Left Table,12 | 5,High,Verified,Paper 1B Conversion
14,2019,Paper 1B,14,13,13,6,,2019.JPG,Left Table,13 | 6,High,Verified,Paper 1B Conversion
15,2019,Paper 1B,15,14,14,6,,2019.JPG,Left Table,14 | 6,High,Verified,Paper 1B Conversion
16,2019,Paper 1B,16,15,15,6,,2019.JPG,Left Table,15 | 6,High,Verified,Paper 1B Conversion
17,2019,Paper 1B,17,16,16,7,,2019.JPG,Left Table,16 | 7,High,Verified,Paper 1B Conversion
18,2019,Paper 1B,18,17,17,7,,2019.JPG,Left Table,17 | 7,High,Verified,Paper 1B Conversion
19,2019,Paper 1B,19,18,18,8,,2019.JPG,Left Table,18 | 8,High,Verified,Paper 1B Conversion
20,2019,Paper 1B,20,19,19,8,,2019.JPG,Left Table,19 | 8,High,Verified,Paper 1B Conversion
21,2019,Paper 1B,21,20,20,9,,2019.JPG,Left Table,20 | 9,High,Verified,Paper 1B Conversion
22,2019,Paper 1B,22,21,21,9,,2019.JPG,Left Table,21 | 9,High,Verified,Paper 1B Conversion
23,2019,Paper 1B,23,22,22,10,,2019.JPG,Left Table,22 | 10,High,Verified,Paper 1B Conversion
24,2019,Paper 1B,24,23,23,10,,2019.JPG,Left Table,23 | 10,High,Verified,Paper 1B Conversion
25,2019,Paper 1B,25,24,24,11,,2019.JPG,Left Table,24 | 11,High,Verified,Paper 1B Conversion
26,2019,Paper 1B,26,25,25,11,,2019.JPG,Left Table,25 | 11,High,Verified,Paper 1B Conversion
27,2019,Paper 1B,27,26,26,12,,2019.JPG,Left Table,26 | 12,High,Verified,Paper 1B Conversion
28,2019,Paper 1B,28,27,27,13,,2019.JPG,Left Table,27 | 13,High,Verified,Paper 1B Conversion
29,2019,Paper 1B,29,28,28,14,,2019.JPG,Left Table,28 | 14,High,Verified,Paper 1B Conversion
30,2019,Paper 1B,30,29,29,15,,2019.JPG,Left Table,29 | 15,High,Verified,Paper 1B Conversion
31,2019,Paper 1B,31,30,30,16,,2019.JPG,Left Table,30 | 16,High,Verified,Paper 1B Conversion
32,2019,Paper 1B,32,31,31,17,,2019.JPG,Left Table,31 | 17,High,Verified,Paper 1B Conversion
