Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2020_P1B_00,2020,Paper 1B,1,,0,0,,2020.JPG,Left Block,"1B1: 0 | 1B2: 0",HIGH,VERIFIED,First row for Paper 1B
2020_P1B_01,2020,Paper 1B,2,,1,1,,2020.JPG,Left Block,"1B1: 1 | 1B2: 1",HIGH,VERIFIED,
2020_P1B_02,2020,Paper 1B,3,,2,1,,2020.JPG,Left Block,"1B1: 2 | 1B2: 1",HIGH,VERIFIED,
2020_P1B_03,2020,Paper 1B,4,,3,2,,2020.JPG,Left Block,"1B1: 3 | 1B2: 2",HIGH,VERIFIED,
2020_P1B_04,2020,Paper 1B,5,,4,2,,2020.JPG,Left Block,"1B1: 4 | 1B2: 2",HIGH,VERIFIED,
2020_P1B_05,2020,Paper 1B,6,,5,3,,2020.JPG,Left Block,"1B1: 5 | 1B2: 3",HIGH,VERIFIED,
2020_P1B_06,2020,Paper 1B,7,,6,3,,2020.JPG,Left Block,"1B1: 6 | 1B2: 3",HIGH,VERIFIED,
2020_P1B_07,2020,Paper 1B,8,,7,4,,2020.JPG,Left Block,"1B1: 7 | 1B2: 4",HIGH,VERIFIED,
2020_P1B_08,2020,Paper 1B,9,,8,4,,2020.JPG,Left Block,"1B1: 8 | 1B2: 4",HIGH,VERIFIED,
2020_P1B_09,2020,Paper 1B,10,,9,5,,2020.JPG,Left Block,"1B1: 9 | 1B2: 5",HIGH,VERIFIED,
2020_P1B_10,2020,Paper 1B,11,,10,5,,2020.JPG,Left Block,"1B1: 10 | 1B2: 5",HIGH,VERIFIED,
2020_P1B_11,2020,Paper 1B,12,,11,6,,2020.JPG,Left Block,"1B1: 11 | 1B2: 6",HIGH,VERIFIED,
2020_P1B_12,2020,Paper 1B,13,,12,6,,2020.JPG,Left Block,"1B1: 12 | 1B2: 6",HIGH,VERIFIED,
2020_P1B_13,2020,Paper 1B,14,,13,7,,2020.JPG,Left Block,"1B1: 13 | 1B2: 7",HIGH,VERIFIED,
2020_P1B_14,2020,Paper 1B,15,,14,7,,2020.JPG,Left Block,"1B1: 14 | 1B2: 7",HIGH,VERIFIED,
2020_P1B_15,2020,Paper 1B,16,,15,7,,2020.JPG,Left Block,"1B1: 15 | 1B2: 7",HIGH,VERIFIED,
2020_P1B_16,2020,Paper 1B,17,,16,8,,2020.JPG,Left Block,"1B1: 16 | 1B2: 8",HIGH,VERIFIED,
2020_P1B_17,2020,Paper 1B,18,,17,8,,2020.JPG,Left Block,"1B1: 17 | 1B2: 8",HIGH,VERIFIED,
2020_P1B_18,2020,Paper 1B,19,,18,8,,2020.JPG,Left Block,"1B1: 18 | 1B2: 8",HIGH,VERIFIED,
2020_P1B_19,2020,Paper 1B,20,,19,9,,2020.JPG,Left Block,"1B1: 19 | 1B2: 9",HIGH,VERIFIED,
2020_P1B_20,2020,Paper 1B,21,,20,9,,2020.JPG,Left Block,"1B1: 20 | 1B2: 9",HIGH,VERIFIED,
2020_P1B_21,2020,Paper 1B,22,,21,10,,2020.JPG,Left Block,"1B1: 21 | 1B2: 10",HIGH,VERIFIED,
2020_P1B_22,2020,Paper 1B,23,,22,10,,2020.JPG,Left Block,"1B1: 22 | 1B2: 10",HIGH,VERIFIED,
2020_P1B_23,2020,Paper 1B,24,,23,11,,2020.JPG,Right Block,"1B1: 23 | 1B2: 11",HIGH,VERIFIED,
2020_P1B_24,2020,Paper 1B,25,,24,11,,2020.JPG,Right Block,"1B1: 24 | 1B2: 11",HIGH,VERIFIED,
2020_P1B_25,2020,Paper 1B,26,,25,12,,2020.JPG,Right Block,"1B1: 25 | 1B2: 12",HIGH,VERIFIED,
2020_P1B_26,2020,Paper 1B,27,,26,13,,2020.JPG,Right Block,"1B1: 26 | 1B2: 13",HIGH,VERIFIED,
2020_P1B_27,2020,Paper 1B,28,,27,13,,2020.JPG,Right Block,"1B1: 27 | 1B2: 13",HIGH,VERIFIED,
2020_P1B_28,2020,Paper 1B,29,,28,14,,2020.JPG,Right Block,"1B1: 28 | 1B2: 14",HIGH,VERIFIED,
2020_P1B_29,2020,Paper 1B,30,,29,15,,2020.JPG,Right Block,"1B1: 29 | 1B2: 15",HIGH,VERIFIED,
2020_P1B_30,2020,Paper 1B,31,,30,16,,2020.JPG,Right Block,"1B1: 30 | 1B2: 16",HIGH,VERIFIED,
2020_P1B_31,2020,Paper 1B,32,,31,17,,2020.JPG,Right Block,"1B1: 31 | 1B2: 17",HIGH,VERIFIED,
2020_P1B_32,2020,Paper 1B,33,,32,18,,2020.JPG,Right Block,"1B1: 32 | 1B2: 18",HIGH,VERIFIED,
2020_P1B_33,2020,Paper 1B,34,,33,19,,2020.JPG,Right Block,"1B1: 33 | 1B2: 19",HIGH,VERIFIED,
2020_P1B_34,2020,Paper 1B,35,,34,20,,2020.JPG,Right Block,"1B1: 34 | 1B2: 20",HIGH,VERIFIED,
2020_P1B_35,2020,Paper 1B,36,,35,21,,2020.JPG,Right Block,"1B1: 35 | 1B2: 21",HIGH,VERIFIED,
2020_P1B_36,2020,Paper 1B,37,,36,23,,2020.JPG,Right Block,"1B1: 36 | 1B2: 23",HIGH,VERIFIED,
2020_P1B_37,2020,Paper 1B,38,,37,25,,2020.JPG,Right Block,"1B1: 37 | 1B2: 25",HIGH,VERIFIED,
2020_P1B_38,2020,Paper 1B,39,,38,27,,2020.JPG,Right Block,"1B1: 38 | 1B2: 27",HIGH,VERIFIED,
2020_P1B_39,2020,Paper 1B,40,,39,29,,2020.JPG,Right Block,"1B1: 39 | 1B2: 29",HIGH,VERIFIED,
2020_P1B_40,2020,Paper 1B,41,,40,32,,2020.JPG,Right Block,"1B1: 40 | 1B2: 32",HIGH,VERIFIED,
2020_P1B_41,2020,Paper 1B,42,,41,35,,2020.JPG,Right Block,"1B1: 41 | 1B2: 35",HIGH,VERIFIED,
2020_P1B_42,2020,Paper 1B,43,,42,38,,2020.JPG,Right Block,"1B1: 42 | 1B2: 38",HIGH,VERIFIED,Last row for Paper 1B
2020_P3B_00,2020,Paper 3B,1,,0,0,,2020.JPG,Left Block,"3B1: 0 | 3B2: 0",HIGH,VERIFIED,First row for Paper 3B
2020_P3B_01,2020,Paper 3B,2,,1,1,,2020.JPG,Left Block,"3B1: 1 | 3B2: 1",HIGH,VERIFIED,
2020_P3B_02,2020,Paper 3B,3,,2,2,,2020.JPG,Left Block,"3B1: 2 | 3B2: 2",HIGH,VERIFIED,
2020_P3B_03,2020,Paper 3B,4,,3,2,,2020.JPG,Left Block,"3B1: 3 | 3B2: 2",HIGH,VERIFIED,
2020_P3B_04,2020,Paper 3B,5,,4,2,,2020.JPG,Left Block,"3B1: 4 | 3B2: 2",HIGH,VERIFIED,Corrected (Audit ERR_001)
2020_P3B_05,2020,Paper 3B,6,,5,3,,2020.JPG,Left Block,"3B1: 5 | 3B2: 3",HIGH,VERIFIED,
2020_P3B_06,2020,Paper 3B,7,,6,3,,2020.JPG,Left Block,"3B1: 6 | 3B2: 3",HIGH,VERIFIED,Corrected (Audit ERR_002)
2020_P3B_07,2020,Paper 3B,8,,7,3,,2020.JPG,Left Block,"3B1: 7 | 3B2: 3",HIGH,VERIFIED,Corrected (Audit ERR_003)
2020_P3B_08,2020,Paper 3B,9,,8,4,,2020.JPG,Left Block,"3B1: 8 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_004)
2020_P3B_09,2020,Paper 3B,10,,9,4,,2020.JPG,Left Block,"3B1: 9 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_005)
2020_P3B_10,2020,Paper 3B,11,,10,4,,2020.JPG,Left Block,"3B1: 10 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_006)
2020_P3B_11,2020,Paper 3B,12,,11,4,,2020.JPG,Left Block,"3B1: 11 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_007)
2020_P3B_12,2020,Paper 3B,13,,12,4,,2020.JPG,Left Block,"3B1: 12 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_008)
2020_P3B_13,2020,Paper 3B,14,,13,4,,2020.JPG,Left Block,"3B1: 13 | 3B2: 4",HIGH,VERIFIED,Corrected (Audit ERR_009)
2020_P3B_14,2020,Paper 3B,15,,14,5,,2020.JPG,Left Block,"3B1: 14 | 3B2: 5",HIGH,VERIFIED,Corrected (Audit ERR_010)
2020_P3B_15,2020,Paper 3B,16,,15,5,,2020.JPG,Left Block,"3B1: 15 | 3B2: 5",HIGH,VERIFIED,Corrected (Audit ERR_011)
2020_P3B_16,2020,Paper 3B,17,,16,5,,2020.JPG,Left Block,"3B1: 16 | 3B2: 5",HIGH,VERIFIED,Corrected (Audit ERR_012)
2020_P3B_17,2020,Paper 3B,18,,17,5,,2020.JPG,Left Block,"3B1: 17 | 3B2: 5",HIGH,VERIFIED,Corrected (Audit ERR_013)
2020_P3B_18,2020,Paper 3B,19,,18,5,,2020.JPG,Left Block,"3B1: 18 | 3B2: 5",HIGH,VERIFIED,Corrected (Audit ERR_014)
2020_P3B_19,2020,Paper 3B,20,,19,6,,2020.JPG,Left Block,"3B1: 19 | 3B2: 6",HIGH,VERIFIED,Corrected (Audit ERR_015)
2020_P3B_20,2020,Paper 3B,21,,20,6,,2020.JPG,Left Block,"3B1: 20 | 3B2: 6",HIGH,VERIFIED,
2020_P3B_21,2020,Paper 3B,22,,21,6,,2020.JPG,Left Block,"3B1: 21 | 3B2: 6",HIGH,VERIFIED,
2020_P3B_22,2020,Paper 3B,23,,22,7,,2020.JPG,Left Block,"3B1: 22 | 3B2: 7",HIGH,VERIFIED,
2020_P3B_23,2020,Paper 3B,24,,23,7,,2020.JPG,Left Block,"3B1: 23 | 3B2: 7",HIGH,VERIFIED,
2020_P3B_24,2020,Paper 3B,25,,24,8,,2020.JPG,Left Block,"3B1: 24 | 3B2: 8",HIGH,VERIFIED,
2020_P3B_25,2020,Paper 3B,26,,25,8,,2020.JPG,Left Block,"3B1: 25 | 3B2: 8",HIGH,VERIFIED,
2020_P3B_26,2020,Paper 3B,27,,26,9,,2020.JPG,Left Block,"3B1: 26 | 3B2: 9",HIGH,VERIFIED,
2020_P3B_27,2020,Paper 3B,28,,27,9,,2020.JPG,Right Block,"3B1: 27 | 3B2: 9",HIGH,VERIFIED,
2020_P3B_28,2020,Paper 3B,29,,28,10,,2020.JPG,Right Block,"3B1: 28 | 3B2: 10",HIGH,VERIFIED,
2020_P3B_29,2020,Paper 3B,30,,29,10,,2020.JPG,Right Block,"3B1: 29 | 3B2: 10",HIGH,VERIFIED,
2020_P3B_30,2020,Paper 3B,31,,30,11,,2020.JPG,Right Block,"3B1: 30 | 3B2: 11",HIGH,VERIFIED,
2020_P3B_31,2020,Paper 3B,32,,31,12,,2020.JPG,Right Block,"3B1: 31 | 3B2: 12",HIGH,VERIFIED,
2020_P3B_32,2020,Paper 3B,33,,32,13,,2020.JPG,Right Block,"3B1: 32 | 3B2: 13",HIGH,VERIFIED,
2020_P3B_33,2020,Paper 3B,34,,33,14,,2020.JPG,Right Block,"3B1: 33 | 3B2: 14",HIGH,VERIFIED,
2020_P3B_34,2020,Paper 3B,35,,34,14,,2020.JPG,Right Block,"3B1: 34 | 3B2: 14",HIGH,VERIFIED,
2020_P3B_35,2020,Paper 3B,36,,35,15,,2020.JPG,Right Block,"3B1: 35 | 3B2: 15",HIGH,VERIFIED,
2020_P3B_36,2020,Paper 3B,37,,36,16,,2020.JPG,Right Block,"3B1: 36 | 3B2: 16",HIGH,VERIFIED,
2020_P3B_37,2020,Paper 3B,38,,37,17,,2020.JPG,Right Block,"3B1: 37 | 3B2: 17",HIGH,VERIFIED,
2020_P3B_38,2020,Paper 3B,39,,38,19,,2020.JPG,Right Block,"3B1: 38 | 3B2: 19",HIGH,VERIFIED,
2020_P3B_39,2020,Paper 3B,40,,39,20,,2020.JPG,Right Block,"3B1: 39 | 3B2: 20",HIGH,VERIFIED,
2020_P3B_40,2020,Paper 3B,41,,40,21,,2020.JPG,Right Block,"3B1: 40 | 3B2: 21",HIGH,VERIFIED,
2020_P3B_41,2020,Paper 3B,42,,41,23,,2020.JPG,Right Block,"3B1: 41 | 3B2: 23",HIGH,VERIFIED,
2020_P3B_42,2020,Paper 3B,43,,42,24,,2020.JPG,Right Block,"3B1: 42 | 3B2: 24",HIGH,VERIFIED,Corrected (Audit ERR_016)
2020_P3B_43,2020,Paper 3B,44,,43,25,,2020.JPG,Right Block,"3B1: 43 | 3B2: 25",HIGH,VERIFIED,Corrected (Audit ERR_017)
2020_P3B_44,2020,Paper 3B,45,,44,27,,2020.JPG,Right Block,"3B1: 44 | 3B2: 27",HIGH,VERIFIED,Corrected (Audit ERR_018)
2020_P3B_45,2020,Paper 3B,46,,45,28,,2020.JPG,Right Block,"3B1: 45 | 3B2: 28",HIGH,VERIFIED,Corrected (Audit ERR_019)
2020_P3B_46,2020,Paper 3B,47,,46,30,,2020.JPG,Right Block,"3B1: 46 | 3B2: 30",HIGH,VERIFIED,Corrected (Audit ERR_020)
2020_P3B_47,2020,Paper 3B,48,,47,32,,2020.JPG,Right Block,"3B1: 47 | 3B2: 32",HIGH,VERIFIED,Corrected (Audit ERR_021)
2020_P3B_48,2020,Paper 3B,49,,48,34,,2020.JPG,Right Block,"3B1: 48 | 3B2: 34",HIGH,VERIFIED,Corrected (Audit ERR_022)
2020_P3B_49,2020,Paper 3B,50,,49,36,,2020.JPG,Right Block,"3B1: 49 | 3B2: 36",HIGH,VERIFIED,Corrected (Audit ERR_023)
2020_P3B_50,2020,Paper 3B,51,,50,38,,2020.JPG,Right Block,"3B1: 50 | 3B2: 38",HIGH,VERIFIED,Corrected (Audit ERR_024)
2020_P3B_51,2020,Paper 3B,52,,51,40,,2020.JPG,Right Block,"3B1: 51 | 3B2: 40",HIGH,VERIFIED,Corrected (Audit ERR_025)
2020_P3B_52,2020,Paper 3B,53,,52,43,,2020.JPG,Right Block,"3B1: 52 | 3B2: 43",HIGH,VERIFIED,
2020_P3B_53,2020,Paper 3B,54,,53,46,,2020.JPG,Right Block,"3B1: 53 | 3B2: 46",HIGH,VERIFIED,Last row for Paper 3B
